function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
4888;python3.9;sre_ucs1_match;obmalloc.c:99-99,obmalloc.c:121-128,obmalloc.c:572-572,obmalloc.c:590-595,obmalloc.c:621-623,obmalloc.c:680-685,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1609-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923,obmalloc.c:1953-1953,obmalloc.c:1971-1972,obmalloc.c:1980-1991,obmalloc.c:2003-2008,unicodectype.c:55-55,unicodectype.c:110-110,unicodectype.c:295-295,sre_lib.h:22-22,sre_lib.h:29-96,sre_lib.h:108-111,sre_lib.h:118-143,sre_lib.h:150-153,sre_lib.h:161-161,sre_lib.h:170-179,sre_lib.h:209-223,sre_lib.h:229-230,sre_lib.h:242-289,sre_lib.h:302-305,sre_lib.h:319-323,sre_lib.h:333-333,sre_lib.h:553-558,sre_lib.h:565-579,sre_lib.h:585-593,sre_lib.h:600-615,sre_lib.h:622-626,sre_lib.h:633-644,sre_lib.h:655-656,sre_lib.h:675-675,sre_lib.h:684-687,sre_lib.h:693-714,sre_lib.h:723-728,sre_lib.h:762-787,sre_lib.h:795-796,sre_lib.h:802-830,sre_lib.h:845-854,sre_lib.h:861-916,sre_lib.h:931-984,sre_lib.h:994-1007,sre_lib.h:1023-1039,sre_lib.h:1048-1080,sre_lib.h:1086-1144,sre_lib.h:1150-1164,sre_lib.h:1175-1190,sre_lib.h:1201-1216,sre_lib.h:1227-1247,sre_lib.h:1253-1269,sre_lib.h:1276-1280,sre_lib.h:1289-1298,sre_lib.h:1313-1320,sre_lib.h:1367-1367,string3.h:52-52,_sre.c:100-100,_sre.c:129-134,_sre.c:140-153,_sre.c:160-175,_sre.c:209-221;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";sre_ucs1_match;;
4820;python3.9;PyCapsule_GetPointer;capsule.c:19-19,capsule.c:34-38,capsule.c:81-81,capsule.c:88-88,capsule.c:94-94;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyCapsule_GetPointer;;
4746;python3.9;slot_mp_subscript;unicodeobject.c:2305-2316,pycore_pystate.h:55-55,abstract.h:74-74,abstract.h:103-103,abstract.h:114-118,string3.h:52-52,pycore_pyerrors.h:14-14,object.h:408-408,object.h:422-422,object.h:430-430,call.c:38-39,call.c:53-57,call.c:359-367,call.c:380-396,typeobject.c:1477-1482,typeobject.c:1489-1490,typeobject.c:1515-1515,typeobject.c:1549-1549,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6495-6495,pycore_object.h:105-105;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";slot_mp_subscript;;
4669;python3.9;_PyObject_VectorcallTstate.lto_priv.30.constprop.0;abstract.h:62-62,abstract.h:73-74,abstract.h:103-103,abstract.h:114-120,string3.h:52-52,call.c:38-39,call.c:53-57;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyObject_VectorcallTstate.lto_priv.30.constprop.0;;
4514;python3.9;tuplelength;tupleobject.c:386-386;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";tuplelength;;
4504;python3.9;_PyArg_ParseTuple_SizeT;getargs.c:136-144,getargs.c:420-420,getargs.c:426-426,getargs.c:434-434,object.h:628-628;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyArg_ParseTuple_SizeT;;
4500;python3.9;list_extend;pycore_pystate.h:55-55,abstract.c:2023-2035,object.h:128-128,object.h:143-144,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,listobject.c:40-40,listobject.c:46-46,listobject.c:62-73,listobject.c:79-85,listobject.c:305-305,listobject.c:311-315,listobject.c:856-856,listobject.c:868-884,listobject.c:894-899,listobject.c:905-917,listobject.c:924-924,listobject.c:934-938,listobject.c:944-947,listobject.c:958-959;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";list_extend;;
4491;python3.9;PyObject_GetBuffer;abstract.c:374-384,abstract.c:709-709,abstract.c:715-741,object.h:408-408,bytesobject.c:1648-1648;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_GetBuffer;;
4417;python3.9;PyImport_ImportModuleLevelObject;unicodeobject.c:999-999,unicodeobject.c:1011-1016,unicodeobject.c:2305-2316,unicodeobject.c:9884-9893,pycore_pystate.h:55-55,fastsearch.h:48-52,fastsearch.h:91-94,abstract.h:250-253,moduleobject.c:698-709,object.c:850-850,object.c:881-883,object.c:889-890,object.c:1280-1280,object.c:1396-1414,object.h:408-409,object.h:422-422,object.h:430-430,object.h:487-487,object.h:496-496,object.h:628-628,bytesobject.c:1356-1356,longobject.c:4513-4513,import.c:362-363,import.c:371-372,import.c:402-406,import.c:1591-1607,import.c:1613-1630,import.c:1695-1696,import.c:1738-1748,import.c:1761-1761,import.c:1777-1777,import.c:1821-1821,import.c:1828-1831,import.c:1839-1852,import.c:1858-1872,import.c:1879-1879,import.c:1885-1896,import.c:1902-1913,import.c:1944-1954,import.c:1963-1967;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyImport_ImportModuleLevelObject;;
4410;python3.9;method_vectorcall_FASTCALL;dictobject.c.h:65-74,pycore_pystate.h:55-55,descrobject.c:77-77,descrobject.c:260-263,descrobject.c:270-273,descrobject.c:290-293,descrobject.c:379-393,object.c:768-769,object.c:775-779,object.h:128-128,object.h:408-408,object.h:422-422,object.h:430-430,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1412-1415,typeobject.c:1425-1433,dictobject.c:2897-2914;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";method_vectorcall_FASTCALL;;
4404;python3.9;method_dealloc;pycore_pystate.h:55-55,classobject.c:236-243,gcmodule.c:256-262,gcmodule.c:2350-2357,object.c:2205-2210,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923,object.h:422-422,object.h:430-430,object.h:496-496,pycore_object.h:74-79;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";method_dealloc;;
4394;python3.9;tupleitem;tupleobject.c:404-411,object.h:408-408;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";tupleitem;;
4382;python3.9;slot_tp_init;unicodeobject.c:2305-2316,pycore_pystate.h:55-55,string3.h:52-52,object.h:408-408,object.h:422-422,object.h:430-430,call.c:471-477,call.c:484-495,typeobject.c:1477-1482,typeobject.c:1489-1490,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6959-6959,typeobject.c:6966-6966,typeobject.c:6974-6979,typeobject.c:6988-6988;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";slot_tp_init;;
4367;python3.9;PyTraceBack_Here;pycore_pystate.h:55-55,traceback.c:41-42,traceback.c:49-52,traceback.c:243-243,traceback.c:253-253,codeobject.c:993-1002,errors.c:46-46,errors.c:55-61,errors.c:434-440,gcmodule.c:1394-1402,gcmodule.c:1439-1443,gcmodule.c:2219-2219,gcmodule.c:2256-2260,gcmodule.c:2269-2287,gcmodule.c:2306-2306,objimpl.h:69-69,object.c:1824-1824,object.c:2205-2209,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:680-685,obmalloc.c:1434-1439,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,object.h:133-138,object.h:408-408,object.h:422-422,object.h:430-430,object.h:487-487,object.h:496-496,frameobject.c:38-42,bytesobject.c:1199-1199,pycore_object.h:39-39,pycore_object.h:46-51;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyTraceBack_Here;;
4345;python3.9;tuplecontains;pycore_pystate.h:55-55,tupleobject.c:393-400,object.c:663-680,object.c:714-714,object.c:725-725,object.c:738-740,object.c:746-749,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1412-1415,typeobject.c:1425-1433;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";tuplecontains;;
4318;python3.9;func_traverse;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,funcobject.c:609-622,typeobject.c:3764-3764,pycore_object.h:112-114;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";func_traverse;;
4270;python3.9;convertitem;getargs.c:589-609;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";convertitem;;
4257;python3.9;type_getattro;object.h:408-408,object.h:422-422,object.h:430-430,object.h:496-496,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3336-3342,typeobject.c:3350-3370,typeobject.c:3380-3390,typeobject.c:3401-3403,typeobject.c:3410-3419;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";type_getattro;;
4248;python3.9;PyFunction_NewWithQualName;pycore_pystate.h:55-55,tupleobject.c:131-131,tupleobject.c:150-150,gcmodule.c:1394-1402,gcmodule.c:1439-1443,gcmodule.c:2256-2260,gcmodule.c:2269-2287,gcmodule.c:2306-2306,objimpl.h:69-69,object.c:768-769,object.c:775-779,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:685-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,object.h:128-138,object.h:408-409,object.h:628-628,funcobject.c:12-19,funcobject.c:26-29,funcobject.c:41-57,funcobject.c:63-68,funcobject.c:76-76,pycore_object.h:39-39,pycore_object.h:46-51,dictobject.c:344-350,dictobject.c:922-924,dictobject.c:930-951,dictobject.c:1463-1479;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyFunction_NewWithQualName;;
4240;python3.9;intern_string_constants;unicodeobject.c:15701-15701,unicodeobject.c:15708-15719,unicodeobject.c:15726-15733,unicodeobject.c:15741-15742,codeobject.c:30-36,codeobject.c:62-66,codeobject.c:73-106,codeobject.c:114-114,object.c:2205-2210,object.h:128-128,object.h:408-408,object.h:422-422,object.h:430-430;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";intern_string_constants;;
4207;python3.9;do_mktuple;pycore_pystate.h:55-55,tupleobject.c:73-76,tupleobject.c:88-93,tupleobject.c:104-104,tupleobject.c:115-120,object.c:1824-1824,modsupport.c:252-255,modsupport.c:263-272,modsupport.c:278-281,object.h:133-133,object.h:408-408,pycore_object.h:39-39,pycore_object.h:46-51;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";do_mktuple;;
4185;python3.9;PyLong_FromLong;pycore_pystate.h:55-55,objimpl.h:69-69,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:685-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1609-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,object.h:133-143,object.h:408-409,longobject.c:49-49,longobject.c:266-266,longobject.c:303-303,longobject.c:310-317,longobject.c:326-330,longobject.c:354-363,longobject.c:369-369;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyLong_FromLong;;
4170;python3.9;PyObject_GC_Del;pycore_pystate.h:55-55,gcmodule.c:256-262,gcmodule.c:2349-2360,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_GC_Del;;
4163;libtorch_python.so;_ZN5torch16PyWarningHandlerC1Ev@plt;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch16PyWarningHandlerC1Ev@plt;;
4132;python3.9;PyDict_SetItem;object.c:768-769,object.c:775-779,object.h:128-128,object.h:628-628,dictobject.c:1551-1554,dictobject.c:1561-1574;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyDict_SetItem;;
4126;python3.9;PyDict_GetItemWithError;object.c:745-749,object.c:768-769,object.c:775-779,object.h:128-128,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,dictobject.c:344-350,dictobject.c:782-811,dictobject.c:821-822,dictobject.c:922-951,dictobject.c:1457-1457,dictobject.c:1463-1480;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyDict_GetItemWithError;;
4117;python3.9;dictresize;string3.h:52-52,string3.h:85-85,object.h:408-408,dictobject.c:332-333,dictobject.c:341-353,dictobject.c:360-360,dictobject.c:374-385,dictobject.c:393-393,dictobject.c:547-573,dictobject.c:581-587,dictobject.c:1175-1181,dictobject.c:1199-1199,dictobject.c:1206-1215,dictobject.c:1223-1223,dictobject.c:1230-1267,dictobject.c:1277-1293;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";dictresize;;
4103;python3.9;PyUnicode_New;unicodeobject.c:1392-1392,unicodeobject.c:1402-1420,unicodeobject.c:1427-1445,unicodeobject.c:1451-1452,unicodeobject.c:1459-1465,unicodeobject.c:1471-1494,unicodeobject.c:1502-1502,objimpl.h:69-69,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:685-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,object.h:133-138,object.h:408-408;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyUnicode_New;;
2924;libstdc++.so.6.0.32;std::ios_base::ios_base();;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt8ios_baseC1Ev;;
2079;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;define_cast_for_descrs;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";define_cast_for_descrs;;
1945;libtorch_python.so;_ZN5torch16PyWarningHandlerD1Ev@plt;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch16PyWarningHandlerD1Ev@plt;;
1814;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;PyArray_New;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyArray_New;;
1809;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;PyArray_FromInterface;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyArray_FromInterface;;
1669;libc10.so;c10::impl::PyObjectSlot::maybe_destroy_pyobj();;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl12PyObjectSlot19maybe_destroy_pyobjEv;;
1663;libc10.so;c10::impl::PyObjectSlot::PyObjectSlot();;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl12PyObjectSlotC1Ev;;
1571;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;discover_dtype_from_pyobject;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";discover_dtype_from_pyobject;;
1567;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;PyArray_DescrFromType;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyArray_DescrFromType;;
1510;libc10.so;c10::TensorImpl::~TensorImpl();;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1010TensorImplD1Ev;;
1431;libtorch_python.so;_Z15isResurrectableP11THPVariable@plt;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_Z15isResurrectableP11THPVariable@plt;;
1317;libc10.so;c10::operator==(c10::SymInt const&, int);;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c10eqERKNS_6SymIntEi;;
1197;libc10.so;c10::GradMode::is_enabled();;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c108GradMode10is_enabledEv;;
996;_imaging.cpython-39-x86_64-linux-gnu.so;ImagingRawEncode;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";ImagingRawEncode;;
826;libc.so.6;posix_memalign;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,100,0,0";posix_memalign;;
819;libc.so.6;__libc_calloc;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,100,0,0";__libc_calloc;;
667;libm.so.6;f32subf64x;;0.07;0.01;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";f32subf64x;;
488;libtorch_python.so;PyEval_RestoreThread@plt;;0.07;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyEval_RestoreThread@plt;;
312;python3.9;_PyObject_GenericGetAttrWithDict.cold;pycore_pystate.h:55-55,object.c:751-751,object.c:782-782,object.c:1182-1185,object.c:1196-1196,object.c:1210-1210,object.c:1240-1242,object.c:1252-1255,object.c:1275-1275,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,typeobject.c:3279-3280,dictobject.c:353-360,dictobject.c:782-782,dictobject.c:930-933,dictobject.c:1456-1456,dictobject.c:1463-1465;0.07;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyObject_GenericGetAttrWithDict.cold;;
11;ld-linux-x86-64.so.2;_dl_fatal_printf;;0.07;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";_dl_fatal_printf;;
315808;libtorch_cpu.so;mkl_blas_avx512_sgemm_scopy_right8_ea;;0.04;0.01;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_sgemm_scopy_right8_ea;;
308157;libtorch_cpu.so;vssqrt_cout_rare;;0.04;0.01;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";vssqrt_cout_rare;;
272016;libtorch_cpu.so;at::native::(anonymous namespace)::eq_kernel(at::TensorIteratorBase&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_19eq_kernelERNS_18TensorIteratorBaseE;;
271302;libtorch_cpu.so;at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#15}::operator()() const::{lambda()#1}::operator()() const [clone .isra.0];;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZZZZN2at6native4AVX211copy_kernelERNS_14TensorIteratorEbENKUlvE_clEvENKUlvE13_clEvENKUlvE_clEv.isra.0;;
266700;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIteratorBase&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIteratorBase&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>)#2}> >(long, char**, long const*, long, long);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIN2at6native4AVX216VectorizedLoop2dIZZZNS9_12_GLOBAL__N_1L28clamp_min_scalar_kernel_implERNS8_18TensorIteratorBaseENS_6ScalarEENKUlvE_clEvENKUlvE5_clEvEUlfE_ZZZNSC_L28clamp_min_scalar_kernel_implESE_SF_ENKSG_clEvENKSH_clEvEUlNS8_3vec4AVX210VectorizedIfEEE0_EEEEvlS2_S4_ll;;
265974;libtorch_cpu.so;at::native::AVX2::sqrt_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(char**, long const*, long)#1}::operator()({lambda()#2}, char**, long) const [clone .isra.0];;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZZZZN2at6native4AVX211sqrt_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE0_clEvENKUlPPcPKllE_clES7_S9_l.isra.0;;
257959;libtorch_cpu.so;c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::DispatchKeySet, at::Tensor const&), &torch::autograd::VariableType::(anonymous namespace)::detach>, at::Tensor, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&> >, at::Tensor (c10::DispatchKeySet, at::Tensor const&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl28wrap_kernel_functor_unboxed_INS0_6detail24WrapFunctionIntoFunctor_INS_26CompileTimeFunctionPointerIFN2at6TensorENS_14DispatchKeySetERKS6_EXadL_ZN5torch8autograd12VariableType12_GLOBAL__N_16detachES7_S9_EEEES6_NS_4guts8typelist8typelistIJS7_S9_EEEEESA_E4callEPNS_14OperatorKernelES7_S9_;;
257915;libtorch_cpu.so;torch::autograd::VariableType::unpack(at::Tensor const&, char const*, int);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType6unpackERKN2at6TensorEPKci;;
257914;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::checked_cast_variable(at::Tensor const&, char const*, int);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_121checked_cast_variableERKN2at6TensorEPKci;;
241871;libtorch_cpu.so;torch::autograd::ViewInfo::chain(at::Tensor const&, at::Tensor const&, std::unique_ptr<torch::autograd::ViewFunc, std::default_delete<torch::autograd::ViewFunc> >, std::function<at::Tensor (at::Tensor const&)>) const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK5torch8autograd8ViewInfo5chainERKN2at6TensorES5_St10unique_ptrINS0_8ViewFuncESt14default_deleteIS7_EESt8functionIFS3_S5_EE;;
241825;libtorch_cpu.so;torch::autograd::impl::version_counter(at::Tensor const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd4impl15version_counterERKN2at6TensorE;;
241803;libtorch_cpu.so;torch::autograd::SavedVariable::unpack(std::shared_ptr<torch::autograd::Node>) const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK5torch8autograd13SavedVariable6unpackESt10shared_ptrINS0_4NodeEE;;
241353;libtorch_cpu.so;torch::autograd::InputMetadata::InputMetadata(at::Tensor const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd13InputMetadataC1ERKN2at6TensorE;;
241336;libtorch_cpu.so;torch::autograd::InputBuffer::add(unsigned long, at::Tensor&&, std::optional<c10::Stream> const&, std::optional<c10::Stream> const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd11InputBuffer3addEmON2at6TensorERKSt8optionalIN3c106StreamEESA_;;
241218;libtorch_cpu.so;torch::autograd::ForwardGrad::undef_grad();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd11ForwardGrad10undef_gradEv;;
232517;libtorch_cpu.so;c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::DispatchKeySet, at::Tensor const&, c10::ArrayRef<long>), &torch::ADInplaceOrView::(anonymous namespace)::permute>, at::Tensor, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&, c10::ArrayRef<long> > >, at::Tensor (c10::DispatchKeySet, at::Tensor const&, c10::ArrayRef<long>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, c10::ArrayRef<long>);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl28wrap_kernel_functor_unboxed_INS0_6detail24WrapFunctionIntoFunctor_INS_26CompileTimeFunctionPointerIFN2at6TensorENS_14DispatchKeySetERKS6_NS_8ArrayRefIlEEEXadL_ZN5torch15ADInplaceOrView12_GLOBAL__N_17permuteES7_S9_SB_EEEES6_NS_4guts8typelist8typelistIJS7_S9_SB_EEEEESC_E4callEPNS_14OperatorKernelES7_S9_SB_;;
232508;libtorch_cpu.so;torch::ADInplaceOrView::(anonymous namespace)::t(c10::DispatchKeySet, at::Tensor const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch15ADInplaceOrView12_GLOBAL__N_11tEN3c1014DispatchKeySetERKN2at6TensorE;;
231634;libtorch_cpu.so;torch::ADInplaceOrView::(anonymous namespace)::div__Tensor(c10::DispatchKeySet, at::Tensor&, at::Tensor const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch15ADInplaceOrView12_GLOBAL__N_111div__TensorEN3c1014DispatchKeySetERN2at6TensorERKS5_;;
211712;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::relu(c10::DispatchKeySet, at::Tensor const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_14reluEN3c1014DispatchKeySetERKN2at6TensorE;;
